,,,,,,,,,,,,,,,,,"% Sobre o
Vl Total"
Seq.,,Produto,,,Unidade,,,,,,,,,,,,
101,34593,,BEPEBEN 1.200.000UI/4ML FR/AMP IM-BENZILPENICILINA BENZAT,FRASCO/AMPOL,,C,,"6,1000",,45,,"274,50",,"34.522,91",,"0,02 %",
102,38493,,BETACRIS 1MG/ML-5ML AMP EV-METOPROLOL TART,AMP C/5MG,,C,,"16,1120",,5,,"80,56",,"34.603,47",,"0,01 %",
103,55993,,"BICARBONATO SODIO 84MG/ML(8,4%)-10ML AMP EV SAMTEC",AMP C/10ML,,C,,"0,9125",,225,,"205,32",,"34.808,79",,"0,02 %",
104,462,,"BICARBONATO SODIO 84MG/ML(8,4%)-250ML FR EV FRESENIUS",FRASC C/250ML,,C,,"30,7013",,89,,"2.732,42",,"37.541,21",,"0,21 %",
105,212915,,BIMZELX 160 MG/ML-1ML CAN PREEN SC(BIMEQUIZUMABE),CAN C/1ML,,,,"5.904,4900",,2,,"11.808,98",,"49.350,19",,"0,92 %",
106,11221,,BINELLI 30MG/ML-10ML FR GTS-DROPROPIZINA,FRASC C/10ML,,C,,"19,2667",,12,,"231,20",,"49.581,39",,"0,02 %",
107,488,,"BISOPROLOL 2,5MG COMP EMS","COMP C/2,5MG",,,,"0,5942",,144,,"85,57",,"49.666,96",,"0,01 %",
108,43035,,BOLSA SOLUCAO PARENTERAL MIX BAG 100ML-2112378,UNIDADE,,,,"23,8000",,100,,"2.380,00",,"52.046,96",,"0,19 %",
,,,,,,,,,,,,,,,,,"% Sobre o
Vl Total"
Seq.,,Produto,,,Unidade,,,,,,,,,,,,
,,,,,,,Cl,,Custo Unitário,,Qtd Consumo,,Vl Custo Período,,Custo Acumulado,,
109,3433,,BRILINTA 90MG COMP REV-TICAGRELOR,COMP C/90MG,,C,,"6,8488",,12,,"82,19",,"52.129,15",,"0,01 %",
110,214992,,BRYONY 100 MG/ML-2ML FR/AMP EV(SUGAMADEX),FA C/200MG,,,,"24,0000",,77,,"1.848,00",,"53.977,15",,"0,14 %",
111,72166,,BUDESONIDA 32MCG-120 DOSES FR SPR INAL EMS,FRASC C/120DS,,,,"16,7377",,16,,"267,80",,"54.244,95",,"0,02 %",
112,44536,,BUPROPIONA 150MG COMP LIB PROL EMS,COMP C/150MG,,C,,"3,7052",,1,,"3,71",,"54.248,65",,"0,00 %",
113,1400,,BUSCOPAN 10MG DRG-ESCOPOLAMINA,DRAGEA,,C,,"1,0636",,9,,"9,57",,"54.258,23",,"0,00 %",
114,23407,,CAMARA NEBULIZACAO RETRATIL AEROPUFF CONTADOR-103310,UNIDADE,,C,,"35,2175",,5,,"176,09",,"54.434,31",,"0,01 %",
115,8073,,CAMPO CIRURGICO ADESIVO INCISIONAL IOBAN 66X45CM-6650,UNIDADE,,,,"63,8070",,13,,"829,49",,"55.263,80",,"0,06 %",
116,204080,,CAMPO CIRURGICO SMS FENESTRADO 10CM ESTERIL 80X80CM-225182,UNIDADE,,,,"2,4009",,10,,"24,01",,"55.287,81",,"0,00 %",
117,171249,,CANETA ELETROBISTURI BAISHENG-0039D,UNIDADE,,,,"10,6810",,53,,"566,09",,"55.853,91",,"0,04 %",
118,181975,,CANULA NASAL INFANTIL OPTIFLOW JR 2 23L/MIN-OJR416,UNIDADE,,,,"537,1991",,1,,"537,20",,"56.391,10",,"0,04 %",
119,212581,,CAPA EQUIPAMENTO VIDEOCIRURGIA EST 150X2500MM-T0097,UNIDADE,,,,"3,1000",,163,,"505,30",,"56.896,40",,"0,04 %",
120,44281,,CAPTOPRIL 25MG COMP SANOFI MEDLEY,COMP C/25MG,,C,,"0,1197",,5,,"0,60",,"56.897,00",,"0,00 %",
121,653,,CARBOLITIUM 300MG COMP-CARBONATO LITIO ,COMP C/300MG,,C,,"0,8508",,4,,"3,40",,"56.900,41",,"0,00 %",
122,23687,,CARDIOXANE 500MG FR/AMP EV-DEXRAZOXANO(QT),FA C/500MG,,,,"1.417,2780",,1,,"1.417,28",,"58.317,68",,"0,11 %",
123,36421,,"CARVEDILOL 12,5MG COMP BIOSINTETICA","COMP C/12,5MG",,C,,"0,1924",,6,,"1,15",,"58.318,84",,"0,00 %",
124,190034,,CAT VENOSO CENTRAL ARROWG ARD BLUE PLUS 7FR 20CM-CV45703E,UNIDADE,,,,"290,0000",,5,,"1.450,00",,"59.768,84",,"0,11 %",
125,23061,,CATETER INTRAV PERIF C/DISPO SEG AUTOGUARD BD 14G-38186714,UNIDADE,,C,,"5,2924",,7,,"37,05",,"59.805,89",,"0,00 %",
126,24040,,CATETER INTRAV PERIF C/DISPO SEG AUTOGUARD BD 16G-381854,UNIDADE,,C,,"3,4949",,8,,"27,96",,"59.833,84",,"0,00 %",
127,23171,,CATETER INTRAV PERIF C/DISPO SEG AUTOGUARD BD 18G-381844,UNIDADE,,C,,"2,5298",,28,,"70,83",,"59.904,68",,"0,01 %",
128,83144,,CATETER INTRAV PERIF C/DISPO SEG AUTOGUARD BD 20G-38183314,UNIDADE,,,,"2,8968",,59,,"170,91",,"60.075,59",,"0,01 %",
129,23183,,CATETER INTRAV PERIF C/DISPO SEG AUTOGUARD BD 22G-381823,UNIDADE,,C,,"2,7679",,546,,"1.511,26",,"61.586,85",,"0,12 %",
130,23185,,CATETER INTRAV PERIF C/DISPO SEG AUTOGUARD BD 24G-381812,UNIDADE,,C,,"3,8178",,48,,"183,25",,"61.770,10",,"0,01 %",
131,29144,,CATETER INTRAV PERIFERICO C/DISPO SEG ADVA 22G-11336,UNIDADE,,,,"2,0957",,26,,"54,49",,"61.824,59",,"0,00 %",
132,215710,,CATETER INTRAVENOSO PERIF C/ DISP SEG INSYTE 20G-38183414,UNIDADE,,,,"3,0227",,14,,"42,32",,"61.866,91",,"0,00 %",
133,8293,,"CATETER NASAL OXIG OCULOS AD 1,4M-266108",UNIDADE,,C,,"1,5223",,2,,"3,04",,"61.869,95",,"0,00 %",
134,150708,,CATETER NASAL OXIG OCULOS FOYOMED NEO 2M 4FR-LB141321,UNIDADE,,,,"6,1607",,1,,"6,16",,"61.876,12",,"0,00 %",
135,178286,,CATETER NASAL OXIG OCULOS FOYOMED PED 2M-LB141322,UNIDADE,,,,"5,9800",,4,,"23,92",,"61.900,04",,"0,00 %",
136,45366,,"CATETER NASAL OXIG OCULOS GMI NEO 2,1M-23006",UNIDADE,,,,"25,6326",,2,,"51,27",,"61.951,30",,"0,00 %",
137,202572,,"CATETER NASAL OXIG OCULOS GOODCOME ADULTO 2,05M-GC8022A01",UNIDADE,,,,"5,8628",,153,,"897,01",,"62.848,31",,"0,07 %",
138,209917,,CATETER NASAL OXIGENIO TIPO OCULOS ADULTO 12FR-R01B06011F,UNIDADE,,,,"6,1552",,2,,"12,31",,"62.860,62",,"0,00 %",
139,214292,,CATETER VENOSO CENT ARROWGARD DUPLO LUMEN 7FR 20CM-CV477,UNIDADE,,,,"245,0000",,6,,"1.470,00",,"64.330,62",,"0,11 %",
140,8393,,CATETER VENOSO CENTRAL ARROW 7FR 20CM 2LUM-CV17702E,UNIDADE,,,,"120,1778",,1,,"120,18",,"64.450,80",,"0,01 %",
141,82693,,CATETER VENOSO POWERPICC 3CG 5FR 55CM 2LUM-4275118,UNIDADE,,,,"1.004,8857",,1,,"1.004,89",,"65.455,68",,"0,08 %",
142,808,,CEBRALAT 100MG COMP-CILOSTAZOL,COMP C/100MG,,C,,"1,1142",,6,,"6,69",,"65.462,37",,"0,00 %",
143,104220,,CEFEPIMA 1.000MG FR/AMP EV/IM-,FA C/1000MG,,,,"7,4956",,8,,"59,96",,"65.522,33",,"0,00 %",
,,,,,,,,,,,,,,,,,"% Sobre o
Vl Total"
Seq.,,Produto,,,Unidade,,,,,,,,,,,,
,,,,,,,Cl,,Custo Unitário,,Qtd Consumo,,Vl Custo Período,,Custo Acumulado,,
,,,TEUTO,,,,,,,,,,,,,,
144,144330,,CEFTAZIDON 1.000MG FR/AMP EV-CEFTAZIDIMA,FA C/1000MG,,,,"14,9700",,25,,"374,25",,"65.896,58",,"0,03 %",
145,214999,,CEFTRIAXONA 1.000 MG FR/AMP IM-BLAU,FA C/1000MG,,,,"53,3653",,2,,"106,73",,"66.003,31",,"0,01 %",
